MemberID,Branch,BranchType,TransactionType,TransactionDate,SubscriptionDuration,ExpiryDate,Amount,ReadingFee,UsedCoupon,CouponCode
MEM0257,Branch A,Suburban,New Signup,2020-01-14,36,2022-12-29,439.16453890783856,0.0,False,
MEM0447,Branch B,Urban,Cancellation,2021-03-07,1,2021-04-06,148.66168731479928,33.37645990384847,True,COUPON02
MEM0145,Branch C,Suburban,New Signup,2021-08-21,3,2021-11-19,351.4571399299617,47.57724126279473,False,
MEM0311,Branch E,Suburban,Upgrade,2020-10-31,12,2021-10-26,113.90586862229787,0.0,False,
MEM0197,Branch E,Suburban,Upgrade,2020-10-11,3,2021-01-09,341.17720249501275,15.025164891736184,False,
MEM0021,Branch D,Urban,Upgrade,2022-07-29,6,2023-01-25,214.90992199019675,7.312367806428642,False,
MEM0465,Branch C,Suburban,Downgrade,2021-06-23,1,2021-07-23,77.80196738567109,40.23400572490278,True,COUPON06
MEM0174,Branch A,Suburban,Downgrade,2022-11-13,3,2023-02-11,437.9912789541732,0.0,False,
MEM0161,Branch B,Rural,Downgrade,2021-10-10,24,2023-09-30,262.20818851293825,29.068296094231705,False,
MEM0459,Branch E,Suburban,Renewal,2023-09-11,24,2025-08-31,101.1889690074322,45.3830519294449,False,
MEM0292,Branch E,Urban,Downgrade,2020-06-20,1,2020-07-20,270.0353915216939,41.78383365072612,False,
MEM0282,Branch B,Suburban,Upgrade,2023-09-03,3,2023-12-02,79.01324928000696,9.293939388639368,False,
MEM0355,Branch B,Urban,Cancellation,2022-02-26,12,2023-02-21,128.23687249035981,0.0,True,COUPON07
MEM0488,Branch D,Rural,Downgrade,2023-02-24,36,2026-02-08,389.11578799926644,0.0,False,
MEM0058,Branch B,Rural,Upgrade,2023-12-06,3,2024-03-05,404.66112945595455,0.0,False,
MEM0062,Branch E,Urban,Renewal,2023-07-25,24,2025-07-14,257.0020276878484,9.967680786481925,False,
MEM0406,Branch C,Rural,Cancellation,2021-09-19,12,2022-09-14,173.86540374811045,0.0,False,
MEM0381,Branch C,Urban,Downgrade,2020-09-08,24,2022-08-29,227.6918689023508,39.08006686611309,True,COUPON09
MEM0482,Branch E,Urban,New Signup,2020-03-28,6,2020-09-24,119.18037823235082,29.520060115645116,True,COUPON04
MEM0382,Branch A,Rural,Cancellation,2020-09-27,12,2021-09-22,305.3959736370192,34.546056042364455,False,
MEM0163,Branch E,Suburban,Renewal,2022-05-27,12,2023-05-22,98.83089998889736,23.744184038945846,False,
MEM0231,Branch E,Suburban,Cancellation,2022-10-23,36,2025-10-07,114.98371068003249,44.04566713881861,False,
MEM0300,Branch B,Rural,Upgrade,2022-04-03,12,2023-03-29,172.83080995642672,0.0,False,
MEM0008,Branch A,Rural,New Signup,2023-10-10,12,2024-10-04,240.27391744146198,0.0,True,COUPON04
MEM0232,Branch A,Rural,Renewal,2023-08-17,12,2024-08-11,421.6484169076884,12.905086991209274,False,
MEM0320,Branch D,Urban,Renewal,2021-09-07,12,2022-09-02,437.1506426680422,0.0,False,
MEM0206,Branch B,Rural,Cancellation,2021-05-25,6,2021-11-21,398.44153376770004,34.45032389921731,False,
MEM0481,Branch C,Rural,Upgrade,2023-03-21,24,2025-03-10,491.7074434978148,29.9645219554847,False,
MEM0366,Branch E,Suburban,Cancellation,2020-05-26,6,2020-11-22,333.38456833143323,0.0,True,COUPON09
MEM0007,Branch D,Urban,Downgrade,2023-01-13,3,2023-04-13,271.7297797254953,20.617750362840923,False,
MEM0179,Branch C,Suburban,Cancellation,2023-11-04,24,2025-10-24,292.89599773750547,7.354975445587447,True,COUPON08
MEM0357,Branch B,Urban,Upgrade,2023-10-25,6,2024-04-22,258.4189943130349,0.0,False,
MEM0377,Branch A,Urban,Downgrade,2023-12-12,3,2024-03-11,456.40516955101685,9.601792314250648,False,
MEM0022,Branch A,Urban,Renewal,2020-02-18,3,2020-05-18,76.53433122480655,24.289461450344113,False,
MEM0141,Branch E,Rural,Upgrade,2022-12-15,12,2023-12-10,230.68598495686777,24.579770641114358,False,
MEM0041,Branch B,Suburban,Cancellation,2022-02-16,12,2023-02-11,198.43646247032234,0.0,True,COUPON07
MEM0359,Branch B,Suburban,Cancellation,2022-05-23,36,2025-05-07,236.7060442214732,33.322668619603164,False,
MEM0287,Branch B,Rural,Upgrade,2021-05-06,12,2022-05-01,370.50513852042525,12.194752758869509,True,COUPON10
MEM0032,Branch E,Urban,Downgrade,2022-08-21,12,2023-08-16,373.47322623477044,0.0,False,
MEM0448,Branch A,Urban,Upgrade,2020-03-23,3,2020-06-21,401.7008840308531,35.59928343739328,False,
MEM0341,Branch A,Urban,Renewal,2023-08-02,12,2024-07-27,407.1265662976603,22.737910215911434,False,
MEM0139,Branch D,Rural,New Signup,2023-01-18,24,2025-01-07,368.14371123748526,48.47418887820172,False,
MEM0440,Branch A,Rural,Cancellation,2022-10-25,1,2022-11-24,372.2037305462314,0.0,True,COUPON10
MEM0051,Branch B,Rural,Downgrade,2022-06-27,24,2024-06-16,360.92024712398353,47.8200294495486,False,
MEM0092,Branch C,Suburban,Cancellation,2022-05-26,12,2023-05-21,56.4780443793099,0.0,False,
MEM0051,Branch E,Urban,Renewal,2021-09-07,6,2022-03-06,293.4538261759706,5.2606672916613615,False,
MEM0035,Branch D,Rural,New Signup,2021-08-01,12,2022-07-27,437.15345966852,0.0,False,
MEM0416,Branch C,Urban,Upgrade,2021-09-05,1,2021-10-05,280.152274369761,42.44936549264531,False,
MEM0124,Branch D,Rural,Downgrade,2021-05-28,12,2022-05-23,423.1118655740309,29.36737989781085,False,
MEM0058,Branch C,Urban,New Signup,2021-11-07,6,2022-05-06,447.3229115969158,46.01701819069956,True,COUPON07
MEM0376,Branch B,Suburban,Cancellation,2020-10-26,1,2020-11-25,230.48482152248192,0.0,False,
MEM0269,Branch E,Rural,Renewal,2023-08-22,6,2024-02-18,74.81863355541844,8.3852940197371,False,
MEM0104,Branch A,Rural,New Signup,2022-03-16,6,2022-09-12,208.26886599386086,24.132525223407512,True,COUPON02
MEM0167,Branch D,Urban,Upgrade,2020-09-02,6,2021-03-01,372.3147900819408,32.38068246174979,True,COUPON05
MEM0149,Branch E,Suburban,Upgrade,2022-05-24,6,2022-11-20,440.11558717145226,30.021508932070482,False,
MEM0019,Branch A,Rural,Cancellation,2023-06-12,3,2023-09-10,91.38568508121504,36.306955719732635,False,
MEM0475,Branch A,Urban,Downgrade,2023-08-12,3,2023-11-10,255.5182064891195,0.0,False,
MEM0358,Branch D,Suburban,Renewal,2023-08-17,12,2024-08-11,482.2608020303889,13.359168727291564,False,
MEM0107,Branch C,Rural,Renewal,2020-07-04,12,2021-06-29,196.62886696295138,0.0,False,
MEM0234,Branch E,Suburban,Renewal,2020-02-04,36,2023-01-19,146.0031979219755,14.569807851710916,False,
MEM0264,Branch A,Rural,Renewal,2022-04-26,12,2023-04-21,321.8560716856532,32.75403683904419,True,COUPON02
MEM0177,Branch E,Suburban,Renewal,2021-12-21,36,2024-12-05,449.8989931800044,28.85364989808185,True,COUPON06
MEM0470,Branch C,Urban,Downgrade,2022-06-09,3,2022-09-07,215.1291439595952,29.136141577335746,False,
MEM0165,Branch C,Rural,New Signup,2020-12-15,3,2021-03-15,299.2976571042302,24.108078495914533,False,
MEM0131,Branch B,Suburban,Upgrade,2023-10-27,36,2026-10-11,319.3753871578705,18.479977007039725,False,
MEM0265,Branch C,Urban,Renewal,2020-12-02,1,2021-01-01,454.454209402449,0.0,False,
MEM0420,Branch C,Rural,Downgrade,2020-10-09,6,2021-04-07,352.65116524416294,11.045070661271273,True,COUPON01
MEM0127,Branch D,Urban,Cancellation,2022-07-04,6,2022-12-31,117.19433456178538,0.0,False,
MEM0014,Branch E,Rural,Renewal,2022-06-02,6,2022-11-29,179.12698868226286,37.32213844331812,False,
MEM0451,Branch D,Rural,Upgrade,2022-06-19,1,2022-07-19,369.67836865124116,46.12419715436606,False,
MEM0116,Branch C,Rural,New Signup,2022-02-07,36,2025-01-22,194.66838229837396,38.95738225885854,False,
MEM0083,Branch A,Suburban,Renewal,2021-03-22,3,2021-06-20,476.4835833531059,38.40412160228361,True,COUPON05
MEM0078,Branch D,Rural,Renewal,2022-06-13,6,2022-12-10,414.9702831975132,0.0,True,COUPON03
MEM0223,Branch A,Suburban,Upgrade,2022-05-08,3,2022-08-06,373.1941542335564,0.0,True,COUPON04
MEM0486,Branch E,Suburban,New Signup,2021-05-24,36,2024-05-08,134.43537271115565,22.019416151674285,False,
MEM0273,Branch E,Suburban,New Signup,2021-10-26,12,2022-10-21,362.51734999643395,38.17546264713864,False,
MEM0447,Branch B,Urban,New Signup,2022-02-13,12,2023-02-08,283.97219192141904,16.016334081835822,False,
MEM0320,Branch B,Suburban,Renewal,2021-06-13,6,2021-12-10,419.3928386102655,28.986567822081323,False,
MEM0200,Branch B,Rural,Downgrade,2020-02-09,12,2021-02-03,217.43412662017838,44.37141364791922,False,
MEM0288,Branch E,Rural,Downgrade,2021-04-29,24,2023-04-19,120.66690528329825,35.19558321150392,True,COUPON06
MEM0014,Branch A,Rural,New Signup,2023-04-07,6,2023-10-04,301.84750414279677,36.23724792453563,True,COUPON10
MEM0286,Branch C,Rural,Cancellation,2022-10-11,36,2025-09-25,126.19308427390376,25.199357151767398,False,
MEM0156,Branch A,Suburban,Downgrade,2023-07-23,36,2026-07-07,409.7883187026318,37.885622177890276,False,
MEM0205,Branch E,Urban,Cancellation,2021-06-23,3,2021-09-21,218.5035708916923,5.5234653967429175,True,COUPON04
MEM0119,Branch B,Rural,Upgrade,2021-08-08,6,2022-02-04,453.1933940701783,26.24757508818659,True,COUPON10
MEM0374,Branch D,Rural,Renewal,2021-01-17,3,2021-04-17,229.90761526806565,21.23303742955594,False,
MEM0337,Branch C,Suburban,Renewal,2023-10-21,12,2024-10-15,257.43813337959125,17.404482745099294,False,
MEM0149,Branch B,Rural,Renewal,2023-10-04,12,2024-09-28,239.71401474848938,0.0,False,
MEM0314,Branch A,Rural,Renewal,2021-08-22,24,2023-08-12,130.13838483422936,0.0,False,
MEM0496,Branch C,Rural,Cancellation,2022-05-07,36,2025-04-21,493.30199127547945,0.0,True,COUPON03
MEM0154,Branch A,Rural,New Signup,2023-03-07,36,2026-02-19,410.5367200799483,0.0,True,COUPON08
MEM0082,Branch A,Urban,Upgrade,2022-09-29,6,2023-03-28,228.77548406674927,20.321761161697292,False,
MEM0337,Branch C,Suburban,Upgrade,2023-09-01,1,2023-10-01,108.33623275146488,0.0,True,COUPON05
MEM0300,Branch A,Suburban,Cancellation,2021-07-04,36,2024-06-18,248.87026570195906,38.12871658934505,True,COUPON06
MEM0411,Branch A,Rural,Renewal,2022-11-02,3,2023-01-31,373.19882197269584,0.0,True,COUPON08
MEM0062,Branch B,Rural,Upgrade,2022-04-05,24,2024-03-25,445.0945538459334,41.721615571901594,False,
MEM0404,Branch A,Rural,Upgrade,2023-06-08,6,2023-12-05,69.93680310912926,39.6496510683267,True,COUPON09
MEM0231,Branch D,Rural,Upgrade,2022-05-19,3,2022-08-17,336.1877684452167,0.0,False,
MEM0247,Branch A,Urban,Upgrade,2022-05-22,3,2022-08-20,215.08115416374466,30.025961331306988,False,
MEM0231,Branch D,Suburban,Cancellation,2020-01-20,1,2020-02-19,357.77330232477084,0.0,False,
MEM0296,Branch A,Suburban,Cancellation,2020-02-18,24,2022-02-07,433.58274328680255,20.734800498283256,False,
MEM0321,Branch D,Rural,Cancellation,2022-10-28,6,2023-04-26,464.72779799804994,0.0,False,
MEM0207,Branch A,Rural,Renewal,2022-05-14,24,2024-05-03,199.4621864638605,18.0822568048614,False,
MEM0220,Branch A,Urban,Downgrade,2022-03-22,36,2025-03-06,441.75948561241796,7.003227039293523,False,
MEM0054,Branch C,Suburban,Upgrade,2020-01-13,36,2022-12-28,224.42737858206917,14.296149035161806,False,
MEM0093,Branch A,Rural,Renewal,2021-05-09,12,2022-05-04,307.44270811526167,13.647721837799047,False,
MEM0251,Branch D,Rural,New Signup,2020-09-03,12,2021-08-29,369.65276689938537,25.05807315675823,False,
MEM0318,Branch D,Suburban,Upgrade,2022-04-27,36,2025-04-11,375.97972474246234,0.0,False,
MEM0217,Branch B,Rural,Upgrade,2022-10-25,1,2022-11-24,228.5654903785504,36.548183583792934,True,COUPON05
MEM0086,Branch C,Rural,Cancellation,2022-10-02,24,2024-09-21,108.20160851100212,0.0,True,COUPON08
MEM0307,Branch A,Suburban,Downgrade,2020-01-05,36,2022-12-20,345.73316228478456,0.0,False,
MEM0436,Branch C,Urban,Cancellation,2022-11-24,12,2023-11-19,270.90545235367983,35.27924431898765,False,
MEM0067,Branch C,Urban,New Signup,2022-01-25,1,2022-02-24,311.5187904370016,14.44643757620572,False,
MEM0210,Branch D,Urban,Downgrade,2021-12-07,36,2024-11-21,359.86968678169427,6.124847578932803,False,
MEM0116,Branch C,Urban,Renewal,2021-09-13,12,2022-09-08,222.3847980524075,0.0,False,
MEM0459,Branch D,Rural,Upgrade,2020-10-28,36,2023-10-13,283.2822158700601,32.48911578012431,False,
MEM0376,Branch A,Urban,Upgrade,2021-08-14,24,2023-08-04,71.10285867984608,22.846622735133145,False,
MEM0352,Branch A,Rural,Upgrade,2023-09-26,12,2024-09-20,137.60991533730748,30.57314469034306,True,COUPON01
MEM0100,Branch A,Suburban,Renewal,2021-05-13,3,2021-08-11,98.01232083144875,28.299763470394964,False,
MEM0215,Branch E,Rural,New Signup,2023-08-18,3,2023-11-16,59.170456648168155,0.0,False,
MEM0074,Branch E,Rural,Cancellation,2023-03-14,36,2026-02-26,482.11481503272523,47.84188538946605,True,COUPON03
MEM0204,Branch D,Rural,Upgrade,2022-01-29,3,2022-04-29,242.23730406364365,34.87228241634389,False,
MEM0262,Branch D,Urban,Cancellation,2021-04-03,3,2021-07-02,267.74185020875666,0.0,False,
MEM0187,Branch D,Suburban,Upgrade,2020-01-27,6,2020-07-25,484.42669497843775,36.544320512920336,True,COUPON06
MEM0293,Branch B,Urban,Cancellation,2020-04-18,24,2022-04-08,236.24762730429404,0.0,False,
MEM0200,Branch B,Urban,Downgrade,2022-05-03,12,2023-04-28,417.25144425553947,16.9662609113698,False,
MEM0329,Branch A,Rural,Renewal,2022-11-23,36,2025-11-07,85.42594331252675,35.16388398526565,True,COUPON03
MEM0047,Branch A,Suburban,Upgrade,2022-07-22,1,2022-08-21,151.67909689764218,37.96758661990208,True,COUPON02
MEM0209,Branch D,Suburban,Renewal,2021-03-29,36,2024-03-13,259.92104853422904,19.186016814037682,False,
MEM0229,Branch D,Urban,Renewal,2022-06-06,1,2022-07-06,71.15397121354867,0.0,False,
MEM0195,Branch A,Rural,Renewal,2021-09-06,1,2021-10-06,478.8104683384852,0.0,False,
MEM0337,Branch B,Rural,Upgrade,2020-01-18,36,2023-01-02,151.56400792623927,28.5028760733665,True,COUPON02
MEM0336,Branch E,Rural,Cancellation,2023-06-04,3,2023-09-02,227.6892768375228,14.061641780463935,False,
MEM0375,Branch A,Suburban,Downgrade,2021-09-04,6,2022-03-03,475.4462322662892,12.587721063595545,False,
MEM0063,Branch C,Rural,Cancellation,2023-03-01,3,2023-05-30,290.5789883901324,0.0,True,COUPON09
MEM0407,Branch E,Suburban,Upgrade,2021-02-13,36,2024-01-29,112.64419700234646,37.583330896660364,False,
MEM0328,Branch E,Rural,Upgrade,2022-06-29,3,2022-09-27,133.82044725440414,0.0,False,
MEM0495,Branch E,Urban,Upgrade,2021-01-22,1,2021-02-21,304.161310156554,17.20932127813455,False,
MEM0487,Branch D,Urban,New Signup,2021-10-02,24,2023-09-22,81.14645849256497,0.0,False,
MEM0338,Branch C,Suburban,Cancellation,2021-02-26,12,2022-02-21,276.98340569382475,41.174628933889785,True,COUPON03
MEM0201,Branch B,Urban,New Signup,2022-11-22,1,2022-12-22,489.64766141414987,0.0,False,
MEM0028,Branch B,Rural,Upgrade,2023-11-07,6,2024-05-05,73.79564048848621,0.0,True,COUPON02
MEM0326,Branch B,Rural,Upgrade,2022-03-24,6,2022-09-20,73.80997203999574,20.50762343113778,False,
MEM0391,Branch C,Urban,New Signup,2021-07-24,36,2024-07-08,100.70635249532168,0.0,True,COUPON01
MEM0404,Branch B,Rural,Upgrade,2021-07-07,36,2024-06-21,404.8599931858638,45.58773789778996,False,
MEM0243,Branch D,Rural,Renewal,2023-05-24,1,2023-06-23,93.19891676515716,37.78304741279454,True,COUPON05
MEM0386,Branch E,Rural,Upgrade,2023-02-07,1,2023-03-09,237.714326824447,41.10349354265871,False,
MEM0447,Branch D,Rural,Cancellation,2022-10-16,24,2024-10-05,195.15693387986823,38.65281481273144,False,
MEM0147,Branch C,Suburban,Cancellation,2020-01-24,12,2021-01-18,335.4316937193681,7.72171028622043,False,
MEM0350,Branch E,Urban,Cancellation,2022-07-27,1,2022-08-26,140.62514234266968,0.0,False,
MEM0135,Branch B,Rural,Cancellation,2022-04-13,3,2022-07-12,259.6295292109121,45.12097781059831,False,
MEM0016,Branch D,Urban,Downgrade,2021-04-08,36,2024-03-23,73.8873669060565,49.46224397993379,False,
MEM0164,Branch E,Rural,Renewal,2021-08-15,1,2021-09-14,424.7737682914383,29.351632622009863,False,
MEM0432,Branch B,Rural,Upgrade,2022-06-12,1,2022-07-12,281.6772404417134,10.590083331228712,False,
MEM0321,Branch B,Suburban,Cancellation,2021-10-25,1,2021-11-24,80.3759161171836,16.180820294186674,False,
MEM0385,Branch E,Suburban,Cancellation,2021-05-21,6,2021-11-17,246.44055136458798,0.0,False,
MEM0022,Branch A,Rural,New Signup,2022-09-05,6,2023-03-04,368.8538139045204,49.58089712773179,False,
MEM0369,Branch E,Suburban,Cancellation,2020-05-25,24,2022-05-15,227.2035637901464,7.149980483233703,False,
MEM0276,Branch B,Suburban,Upgrade,2023-01-21,36,2026-01-05,176.4035847721511,0.0,False,
MEM0207,Branch C,Urban,Renewal,2020-12-04,3,2021-03-04,187.8981004784205,39.31230159736251,False,
MEM0104,Branch A,Urban,Upgrade,2022-07-29,6,2023-01-25,349.1494460240364,43.69191131499896,False,
MEM0244,Branch C,Urban,Renewal,2022-08-12,1,2022-09-11,110.13737460095354,0.0,False,
MEM0001,Branch E,Rural,Cancellation,2020-05-09,12,2021-05-04,101.92400618134806,5.437926450177544,False,
MEM0494,Branch A,Urban,Renewal,2020-12-10,36,2023-11-25,193.806915152345,45.03877020915615,True,COUPON09
MEM0402,Branch E,Suburban,Downgrade,2020-05-11,6,2020-11-07,306.36225715565666,25.73269490442486,False,
MEM0276,Branch D,Rural,Renewal,2022-09-07,36,2025-08-22,402.57530581721556,36.11852770683586,False,
MEM0314,Branch C,Suburban,Upgrade,2023-04-11,36,2026-03-26,254.4980818973218,36.072097669137214,True,COUPON07
MEM0239,Branch E,Suburban,New Signup,2020-01-15,1,2020-02-14,311.34787599768765,18.847878863971545,False,
MEM0211,Branch C,Urban,Cancellation,2022-02-13,24,2024-02-03,418.68876041948056,28.946486369914435,True,COUPON10
MEM0477,Branch C,Suburban,Renewal,2020-09-01,1,2020-10-01,131.3909159394652,0.0,True,COUPON01
