,Invoice No,Line Item,Month,Order Date,Order Type,Material,Mat. Grp Desc,Batch No,Base UoM,Qty in Sales Unit,Sales Unit,Sales Qty,Frieght Charged,Freight Incurred,Interest,Net Value /KL (NET_VAL_KL),Packing Cost /KL,Total Packing Cost,RM Cost /KL,Total RM Cost,Total Variable Cost,Total Value,NET_CONT_KL,DENSITY,Sales District,Region,REG_DESC,Payer,Customer,Employee,Sales manager,Industry Code,Customer Grp,Industry Desc,MATKL,Mat Grp1 Text,Mat Grp 2 Text,City,Doc Curr,Plant,Plant Desc,CGST,SGST,UGST,IGST,Commission_N,Basic Sale Price,Credit Days,Discount,Revenue,hierarchical_cluster
191,9501685477,10,0,2024-02-02,0,8,31,0,0,24.681,0,24.681,0.0,514.01,4885.68,92485.99,0.0,0.0,85555.43,2111593.57,90441.11,2282646.72,2044.88,0.861,6,13,5,250,247,18,13,7,239,8,0,1,19,134,0,1010,0,206579.97,206579.97,0.0,0.0,0,93000.0,130,0,2295333.0,1
195,9501685497,10,0,2024-02-03,0,4,34,19,0,9.559,0,9.559,0.0,729.16,7869.63,106270.84,0.0,0.0,80492.53,769428.09,88362.16,1015842.96,17908.68,0.862,6,13,5,31,37,16,9,7,37,8,0,1,20,6,0,1010,0,92053.17,92053.17,0.0,0.0,0,107000.0,182,0,1022812.9999999999,1
201,9501685543,20,0,2024-02-05,0,23,33,19,0,21.0,2,4.389,0.0,948.28,8774.03,108128.27,8923.45,39165.02,80492.53,353281.71,89266.56,474574.98,18861.71,0.862,6,13,5,31,37,16,9,7,37,8,0,1,20,6,0,1010,0,46611.18,46611.18,0.0,0.0,0,118000.0,184,0,517902.0,1
288,9501685972,10,0,2024-02-19,0,28,32,33,0,35.0,2,7.315,0.0,0.0,9361.6,107958.12,9041.88,66141.35,79426.58,581005.43,88788.18,789713.65,19169.94,0.862,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,77026.95,77026.95,0.0,0.0,0,117000.0,198,0,855855.0,1
289,9501685973,10,0,2024-02-19,0,28,32,33,0,35.0,2,7.315,0.0,0.0,9361.6,107958.12,9041.88,66141.35,79426.58,581005.43,88788.18,789713.65,19169.94,0.862,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,77026.95,77026.95,0.0,0.0,0,117000.0,198,0,855855.0,1
290,9501685974,10,0,2024-02-19,0,28,32,33,0,35.0,2,7.315,0.0,0.0,9361.6,107958.12,9041.88,66141.35,79426.58,581005.43,88788.18,789713.65,19169.94,0.862,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,77026.95,77026.95,0.0,0.0,0,117000.0,198,0,855855.0,1
291,9501685975,10,0,2024-02-19,0,28,32,33,0,40.0,2,8.36,0.0,0.0,9361.6,107958.12,9041.88,75590.12,79426.58,664006.21,88788.18,902529.88,19169.94,0.862,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,88030.8,88030.8,0.0,0.0,0,117000.0,198,0,978119.9999999999,1
296,9501686004,10,0,2024-02-20,0,28,32,33,0,33.0,2,6.897,0.0,520.08,8510.55,107438.04,9041.88,62361.85,79426.58,547805.12,87937.13,741000.16,19500.91,0.862,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,72625.41,72625.41,0.0,0.0,0,117000.0,180,0,806949.0,1
298,9501686006,10,0,2024-02-20,0,28,32,33,0,34.0,2,7.106,0.0,504.78,8510.55,107453.34,9041.88,64251.6,79426.58,564405.28,87937.13,763563.43,19516.21,0.862,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,74826.18,74826.18,0.0,0.0,0,117000.0,180,0,831402.0,1
299,9501686010,10,0,2024-02-20,0,28,32,33,0,33.0,2,6.897,0.0,520.08,8510.55,107438.04,9041.88,62361.85,79426.58,547805.12,87937.13,741000.16,19500.91,0.862,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,72625.41,72625.41,0.0,0.0,0,117000.0,180,0,806949.0,1
314,9501686047,10,0,2024-02-21,0,8,31,33,0,24.971,0,24.971,0.0,568.26,4998.43,92431.74,0.0,0.0,79426.58,1983361.13,84425.01,2308112.98,8006.73,0.861,6,13,5,250,247,18,13,7,239,8,0,1,19,134,0,1010,0,209007.27,209007.27,0.0,0.0,0,93000.0,133,0,2322303.0,1
315,9501686048,10,0,2024-02-21,0,8,31,33,0,24.948,0,24.948,0.0,568.25,4998.43,92431.75,0.0,0.0,79426.58,1981534.32,84425.01,2305987.3,8006.74,0.861,6,13,5,250,247,18,13,7,239,8,0,1,19,134,0,1010,0,208814.76,208814.76,0.0,0.0,0,93000.0,133,0,2320164.0,1
316,9501686049,10,0,2024-02-21,0,8,31,33,0,14.472,0,14.472,0.0,600.1,4998.43,92399.9,0.0,0.0,79426.58,1149461.47,84425.01,1337211.35,7974.89,0.861,6,13,5,250,247,18,13,7,239,8,0,1,19,134,0,1010,0,121130.64,121130.64,0.0,0.0,0,93000.0,133,0,1345896.0,1
327,9501686135,10,0,2024-02-23,0,28,32,6,0,24.0,2,5.016,0.0,0.0,5646.42,94576.55,8923.45,44760.03,86518.66,433977.6,92165.08,474395.97,2411.47,0.861,6,13,5,250,247,18,13,7,239,8,0,1,19,134,0,1010,0,46724.04,46724.04,0.0,0.0,0,103500.0,135,0,519156.0,1
328,9501686136,10,0,2024-02-23,0,28,32,6,0,24.0,2,5.016,0.0,0.0,5646.42,94576.55,8923.45,44760.03,86518.66,433977.6,92165.08,474395.97,2411.47,0.861,6,13,5,250,247,18,13,7,239,8,0,1,19,134,0,1010,0,46724.04,46724.04,0.0,0.0,0,103500.0,135,0,519156.0,1
336,9501686193,10,0,2024-02-26,0,8,31,36,0,32.604,0,32.604,0.0,544.32,5214.23,92955.68,0.0,0.0,81611.36,2660856.78,86825.59,3030726.99,6130.09,0.864,6,13,5,250,247,18,13,7,239,8,0,1,19,134,0,1010,0,274362.66,274362.66,0.0,0.0,0,93500.0,138,0,3048474.0,1
337,9501686194,10,0,2024-02-26,0,8,31,36,0,39.028,0,39.028,0.0,544.32,5214.23,92955.68,0.0,0.0,81611.36,3185128.16,86825.59,3627874.28,6130.09,0.864,6,13,5,250,247,18,13,7,239,8,0,1,19,134,0,1010,0,328420.62,328420.62,0.0,0.0,0,93500.0,138,0,3649118.0,1
338,9501686195,10,0,2024-02-26,0,8,31,36,0,33.947,0,33.947,0.0,544.32,5214.23,92955.68,0.0,0.0,81611.36,2770460.84,86825.59,3155566.47,6130.09,0.864,6,13,5,250,247,18,13,7,239,8,0,1,19,134,0,1010,0,285664.01,285664.01,0.0,0.0,0,93500.0,138,0,3174044.5000000005,1
339,9501686210,10,0,2024-02-26,0,28,32,0,0,106.0,2,22.154,0.0,0.0,8801.51,112076.55,8923.45,197690.11,85579.0,1895917.17,94380.51,2482943.89,17696.04,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,241257.06,241257.06,0.0,0.0,0,121000.0,180,0,2680634.0,1
340,9501686211,10,0,2024-02-26,0,28,32,0,0,107.0,2,22.363,0.0,0.0,8801.51,112076.55,8923.45,199555.11,85579.0,1913803.18,94380.51,2506367.89,17696.04,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,243533.07,243533.07,0.0,0.0,0,121000.0,180,0,2705923.0,1
341,9501686212,10,0,2024-02-26,0,28,32,0,0,106.0,2,22.154,0.0,0.0,8801.51,112076.55,8923.45,197690.11,85579.0,1895917.17,94380.51,2482943.89,17696.04,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,241257.06,241257.06,0.0,0.0,0,121000.0,180,0,2680634.0,1
363,9501686330,10,0,2024-02-29,0,4,34,37,0,9.434,0,9.434,0.0,738.82,7710.41,105261.18,0.0,0.0,76391.95,720681.66,84102.36,993033.97,21158.82,0.865,6,13,5,31,37,16,9,7,37,8,0,1,20,6,0,1010,0,90000.36,90000.36,0.0,0.0,0,106000.0,180,0,1000003.9999999999,1
365,9501686340,20,0,2024-02-29,0,23,33,37,0,21.0,2,4.389,0.0,1036.91,8510.55,106874.13,9088.96,39891.45,76391.95,335284.27,84902.5,469070.56,21971.63,0.865,6,13,5,31,37,16,9,7,37,8,0,1,20,6,0,1010,0,46216.17,46216.17,0.0,0.0,0,117000.0,180,0,513513.0,1
369,9501686362,10,0,2024-02-29,0,30,36,23,0,10.0,2,2.09,0.0,490.36,8801.51,111586.19,8923.45,18650.01,85627.9,178962.31,94429.41,233215.14,17156.78,0.857,6,13,5,31,37,16,9,7,37,8,0,1,12,6,0,1010,0,22760.1,22760.1,0.0,0.0,0,121000.0,180,0,252889.99999999997,1
377,9501686381,10,2,2024-03-01,0,28,32,0,0,106.0,2,22.154,0.0,0.0,8801.51,112076.55,8923.45,197690.11,85579.0,1895917.17,94380.51,2482943.89,17696.04,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,241257.06,241257.06,0.0,0.0,0,121000.0,180,0,2680634.0,1
378,9501686382,10,2,2024-03-01,0,28,32,0,0,106.0,2,22.154,0.0,0.0,8801.51,112076.55,8923.45,197690.11,85579.0,1895917.17,94380.51,2482943.89,17696.04,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,241257.06,241257.06,0.0,0.0,0,121000.0,180,0,2680634.0,1
385,9501686400,10,2,2024-03-02,0,28,32,0,0,107.0,2,22.363,0.0,0.0,8801.51,112076.55,8923.45,199555.11,85579.0,1913803.18,94380.51,2506367.89,17696.04,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,243533.07,243533.07,0.0,0.0,0,121000.0,180,0,2705923.0,1
476,9501686709,10,2,2024-03-12,0,23,33,42,0,1.0,2,0.209,0.0,0.0,0.0,120925.41,9074.59,1896.59,79253.0,16563.88,79253.0,25273.41,41672.41,0.861,6,13,5,283,272,15,14,7,264,8,0,1,20,134,0,1010,0,2445.3,2445.3,0.0,0.0,0,130000.0,0,0,27170.0,1
480,9501686728,10,2,2024-03-13,0,28,32,0,0,110.0,2,22.99,0.0,0.0,8583.29,109076.55,8923.45,205150.12,85579.0,1967461.21,94162.29,2507669.88,14914.26,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,244153.8,244153.8,0.0,0.0,0,118000.0,180,0,2712820.0,1
499,9501686816,10,2,2024-03-15,0,28,32,0,0,110.0,2,22.99,0.0,0.0,8583.29,109076.55,8923.45,205150.12,85579.0,1967461.21,94162.29,2507669.88,14914.26,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,244153.8,244153.8,0.0,0.0,0,118000.0,180,0,2712820.0,1
500,9501686817,10,2,2024-03-15,0,28,32,0,0,13.0,2,2.717,0.0,0.0,8583.29,109076.55,8923.45,24245.01,85579.0,232518.14,94162.29,296360.99,14914.26,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,28854.54,28854.54,0.0,0.0,0,118000.0,180,0,320606.0,1
501,9501686818,10,2,2024-03-15,0,28,32,0,0,97.0,2,20.273,0.0,0.0,8583.29,109076.55,8923.45,180905.1,85579.0,1734943.07,94162.29,2211308.9,14914.26,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,215299.26,215299.26,0.0,0.0,0,118000.0,180,0,2392214.0,1
502,9501686819,10,2,2024-03-15,0,28,32,0,0,84.0,2,17.556,0.0,0.0,8583.29,109076.55,8923.45,156660.09,85579.0,1502424.92,94162.29,1914947.91,14914.26,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,186444.72,186444.72,0.0,0.0,0,118000.0,180,0,2071608.0,1
511,9501686895,10,2,2024-03-18,0,28,32,0,0,35.0,2,7.315,0.0,490.36,8678.66,108586.19,8923.45,65275.04,85579.0,626010.39,94257.66,794307.98,14328.53,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,77685.3,77685.3,0.0,0.0,0,118000.0,182,0,863170.0,1
514,9501686910,10,2,2024-03-19,0,28,32,0,0,40.0,2,8.36,0.0,429.07,8678.66,108647.48,8923.45,74600.04,85579.0,715440.44,94257.66,908292.93,14389.82,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,88783.2,88783.2,0.0,0.0,0,118000.0,182,0,986479.9999999999,1
515,9501686914,10,2,2024-03-19,0,28,32,0,0,35.0,2,7.315,0.0,490.36,8678.66,108586.19,8923.45,65275.04,85579.0,626010.39,94257.66,794307.98,14328.53,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,77685.3,77685.3,0.0,0.0,0,118000.0,182,0,863170.0,1
516,9501686915,10,2,2024-03-19,0,28,32,0,0,35.0,2,7.315,0.0,490.36,8678.66,108586.19,8923.45,65275.04,85579.0,626010.39,94257.66,794307.98,14328.53,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,77685.3,77685.3,0.0,0.0,0,118000.0,182,0,863170.0,1
520,9501686935,10,2,2024-03-19,0,28,32,0,0,110.0,2,22.99,0.0,0.0,8678.66,109076.55,8923.45,205150.12,85579.0,1967461.21,94257.66,2507669.88,14818.89,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,244153.8,244153.8,0.0,0.0,0,118000.0,182,0,2712820.0,1
524,9501686953,10,2,2024-03-20,0,28,32,0,0,35.0,2,7.315,0.0,490.36,8726.34,108586.19,8923.45,65275.04,85579.0,626010.39,94305.34,794307.98,14280.85,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,77685.3,77685.3,0.0,0.0,0,118000.0,183,0,863170.0,1
525,9501686954,10,2,2024-03-20,0,28,32,0,0,35.0,2,7.315,0.0,248.73,8726.34,108827.82,8923.45,65275.04,85579.0,626010.39,94305.34,796075.5,14522.48,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,77685.3,77685.3,0.0,0.0,0,118000.0,183,0,863170.0,1
527,9501686957,10,2,2024-03-20,0,28,32,0,0,35.0,2,7.315,0.0,490.36,8726.34,108586.19,8923.45,65275.04,85579.0,626010.39,94305.34,794307.98,14280.85,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,77685.3,77685.3,0.0,0.0,0,118000.0,183,0,863170.0,1
530,9501686961,10,2,2024-03-20,0,28,32,0,0,110.0,2,22.99,0.0,0.0,8726.34,109076.55,8923.45,205150.12,85579.0,1967461.21,94305.34,2507669.88,14771.21,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,244153.8,244153.8,0.0,0.0,0,118000.0,183,0,2712820.0,1
531,9501686962,10,2,2024-03-20,0,28,32,0,0,33.0,2,6.897,0.0,520.08,8726.34,108556.47,8923.45,61545.03,85579.0,590238.36,94305.34,748713.97,14251.13,0.861,6,13,5,31,37,16,9,7,37,8,0,1,19,6,0,1010,0,73246.14,73246.14,0.0,0.0,0,118000.0,183,0,813846.0,1
